Gene stable ID	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSG00000226595	pseudogene	22	22819996	22820323
ENSG00000198477	protein_coding	22	22838767	22863505
ENSG00000169548	protein_coding	22	22868060	22874613
ENSG00000239066	snoRNA	22	22872116	22872211
ENSG00000185686	protein_coding	22	22890123	22901768
ENSG00000220891	protein_coding	22	22901750	22909007
ENSG00000253120	IG_V_pseudogene	22	22922478	22922760
ENSG00000211656	IG_V_gene	22	22930626	22931145
ENSG00000211657	IG_V_gene	22	22936998	22937501
ENSG00000253920	IG_V_pseudogene	22	22946915	22947635
ENSG00000253329	IG_V_pseudogene	22	22961042	22961633
ENSG00000215456	pseudogene	22	22972532	22978624
ENSG00000183169	pseudogene	22	22981648	22986944
ENSG00000100121	protein_coding	22	22988780	22990368
ENSG00000253338	IG_V_pseudogene	22	23003769	23004012
ENSG00000207834	miRNA	22	23006898	23006993
ENSG00000253451	IG_V_pseudogene	22	23006943	23007377
ENSG00000211658	IG_V_gene	22	23010758	23011276
ENSG00000253913	IG_V_pseudogene	22	23015622	23016072
ENSG00000253779	IG_V_pseudogene	22	23021570	23021818
ENSG00000211659	IG_V_gene	22	23029190	23029735
ENSG00000232350	pseudogene	22	23032315	23032462
ENSG00000223999	lincRNA	22	23035263	23035797
ENSG00000253822	IG_V_pseudogene	22	23036924	23037437
ENSG00000211660	IG_V_gene	22	23040274	23040892
ENSG00000207830	miRNA	22	23040391	23040485
ENSG00000253546	IG_V_pseudogene	22	23043245	23043455
ENSG00000211661	IG_V_gene	22	23046750	23047307
ENSG00000211662	IG_V_gene	22	23054174	23055688
ENSG00000254240	IG_V_pseudogene	22	23057775	23057904
ENSG00000211663	IG_V_gene	22	23063108	23063630
ENSG00000264629	miRNA	22	23077063	23077157
ENSG00000211664	IG_V_gene	22	23077095	23077584
ENSG00000253152	IG_V_pseudogene	22	23081432	23081675
ENSG00000211665	IG_V_gene	22	23089870	23090398
ENSG00000253786	IG_V_pseudogene	22	23098043	23098286
ENSG00000207835	miRNA	22	23101185	23101279
ENSG00000211666	IG_V_gene	22	23101189	23101707
ENSG00000253590	IG_V_pseudogene	22	23104787	23105009
ENSG00000211667	IG_V_gene	22	23114317	23115079
ENSG00000231392	pseudogene	22	23117022	23117184
ENSG00000207833	miRNA	22	23134977	23135071
ENSG00000211668	IG_V_gene	22	23134980	23135496
ENSG00000211669	IG_V_gene	22	23154244	23154782
ENSG00000226477	pseudogene	22	23157168	23157423
ENSG00000211670	IG_V_gene	22	23161507	23162253
ENSG00000211671	IG_V_gene	22	23165153	23165787
ENSG00000207836	miRNA	22	23165270	23165365
ENSG00000237127	pseudogene	22	23177041	23177293
ENSG00000254077	IG_V_pseudogene	22	23180779	23181049
ENSG00000253448	IG_V_pseudogene	22	23192550	23192799
ENSG00000207832	miRNA	22	23198720	23198813
ENSG00000253234	IG_V_pseudogene	22	23198937	23199213
ENSG00000226420	IG_V_pseudogene	22	23200200	23200443
ENSG00000211672	IG_V_gene	22	23213686	23214214
ENSG00000253963	IG_V_pseudogene	22	23215391	23215619
ENSG00000211673	IG_V_gene	22	23222886	23223576
ENSG00000264824	miRNA	22	23228447	23228559
ENSG00000254709	protein_coding	22	23229960	23238287
ENSG00000211674	IG_J_gene	22	23235872	23235998
ENSG00000211675	IG_C_gene	22	23237555	23238014
ENSG00000211676	IG_J_gene	22	23241661	23241835
ENSG00000211677	IG_C_gene	22	23243156	23243617
ENSG00000211678	IG_J_gene	22	23247030	23247205
ENSG00000211679	IG_C_gene	22	23248512	23248973
ENSG00000211680	IG_J_gene	22	23252744	23252776
ENSG00000254029	IG_C_pseudogene	22	23252998	23253245
ENSG00000211681	IG_J_gene	22	23256408	23256479
ENSG00000254030	IG_C_pseudogene	22	23257805	23258097
ENSG00000211682	IG_J_gene	22	23260304	23260373
ENSG00000222037	IG_C_pseudogene	22	23261707	23262023
ENSG00000211684	IG_J_gene	22	23263562	23263607
ENSG00000211685	IG_C_gene	22	23264766	23265203
ENSG00000237472	pseudogene	22	23330438	23330756
ENSG00000223679	pseudogene	22	23332865	23350523
ENSG00000100218	protein_coding	22	23401593	23487208
ENSG00000128266	protein_coding	22	23412540	23467224
ENSG00000272019	misc_RNA	22	23474919	23475192
ENSG00000221069	miRNA	22	23478807	23478897
ENSG00000100228	protein_coding	22	23487513	23506537
ENSG00000186716	protein_coding	22	23521891	23660224
ENSG00000236794	pseudogene	22	23522058	23522465
ENSG00000240160	misc_RNA	22	23603971	23604258
ENSG00000230701	pseudogene	22	23605323	23606541
ENSG00000214526	pseudogene	22	23664730	23665114
ENSG00000236611	lincRNA	22	23668803	23670680
ENSG00000215478	pseudogene	22	23701790	23729918
ENSG00000133519	pseudogene	22	23732793	23744913
ENSG00000248409	pseudogene	22	23734958	23736026
ENSG00000234928	lincRNA	22	23775751	23777258
ENSG00000227755	pseudogene	22	23788785	23803020
ENSG00000178248	lincRNA	22	23804273	23829167
ENSG00000225413	lincRNA	22	23854681	23855789
ENSG00000224277	antisense	22	23909251	23915694
ENSG00000128322	protein_coding	22	23915312	23922495
ENSG00000272733	lincRNA	22	23923067	23926046
ENSG00000189269	protein_coding	22	23950639	23974508
ENSG00000211683	processed_transcript	22	23972805	23981128
ENSG00000228315	processed_transcript	22	23980674	24059543
ENSG00000234353	pseudogene	22	23980679	23982949
ENSG00000244723	pseudogene	22	23991400	23995521
ENSG00000273000	processed_transcript	22	23995047	24059534
ENSG00000272578	pseudogene	22	24000281	24059543
ENSG00000159496	protein_coding	22	24030323	24041363
ENSG00000270041	lincRNA	22	24080865	24081476
ENSG00000187792	protein_coding	22	24083769	24093279
ENSG00000128218	protein_coding	22	24094930	24096655
ENSG00000169314	protein_coding	22	24105208	24108048
ENSG00000250479	protein_coding	22	24108021	24110630
ENSG00000099953	protein_coding	22	24110413	24126503
ENSG00000267954	protein_coding	22	24124467	24126145
ENSG00000099956	protein_coding	22	24129150	24176703
ENSG00000099958	protein_coding	22	24176690	24181315
ENSG00000272973	antisense	22	24198614	24199226
ENSG00000133460	protein_coding	22	24198890	24228496
ENSG00000251357	protein_coding	22	24204375	24237410
ENSG00000244425	misc_RNA	22	24221682	24221977
ENSG00000240972	protein_coding	22	24236191	24237414
ENSG00000218537	protein_coding	22	24236613	24241117
ENSG00000273295	lincRNA	22	24243619	24249255
ENSG00000225282	pseudogene	22	24269087	24271761
ENSG00000206090	pseudogene	22	24282185	24284985
ENSG00000231271	pseudogene	22	24292105	24296229
ENSG00000133433	protein_coding	22	24299601	24303373
ENSG00000228039	pseudogene	22	24305942	24306644
ENSG00000099974	protein_coding	22	24309089	24314721
ENSG00000272787	lincRNA	22	24311400	24312062
ENSG00000099977	protein_coding	22	24313554	24322660
ENSG00000250470	pseudogene	22	24319095	24319776
ENSG00000099984	protein_coding	22	24322339	24326106
ENSG00000224205	pseudogene	22	24329511	24333615
ENSG00000241850	pseudogene	22	24340828	24347258
ENSG00000232014	pseudogene	22	24347904	24349416
ENSG00000229513	pseudogene	22	24348440	24348799
ENSG00000224676	pseudogene	22	24350068	24352081
ENSG00000184490	pseudogene	22	24366750	24370882
ENSG00000235231	pseudogene	22	24373117	24374043
ENSG00000272955	antisense	22	24375562	24376211
ENSG00000184674	protein_coding	22	24376133	24384680
ENSG00000239334	pseudogene	22	24385938	24401899
ENSG00000235689	pseudogene	22	24402751	24404704
ENSG00000099991	protein_coding	22	24407642	24574596
ENSG00000232545	sense_intronic	22	24497652	24499317
ENSG00000099994	protein_coding	22	24577227	24585078
ENSG00000099998	protein_coding	22	24615622	24641110
ENSG00000230712	pseudogene	22	24644042	24645434
ENSG00000128262	pseudogene	22	24647796	24661493
ENSG00000225098	pseudogene	22	24655897	24659732
ENSG00000215464	pseudogene	22	24665314	24666102
ENSG00000100014	protein_coding	22	24666786	24813708
ENSG00000258555	protein_coding	22	24666866	24838324
ENSG00000128271	protein_coding	22	24813847	24838328
ENSG00000178803	antisense	22	24825178	24891042
ENSG00000100024	protein_coding	22	24863206	24924358
ENSG00000228923	antisense	22	24912476	24914354
ENSG00000138867	protein_coding	22	24936406	24951903
ENSG00000100028	protein_coding	22	24951471	25005947
ENSG00000100031	protein_coding	22	24979718	25024972
ENSG00000178026	protein_coding	22	24981588	24989175
ENSG00000230947	sense_intronic	22	24994021	24995365
ENSG00000215481	pseudogene	22	25028882	25046799
ENSG00000224124	pseudogene	22	25041133	25055114
ENSG00000240906	pseudogene	22	25047814	25048364
ENSG00000224806	pseudogene	22	25082135	25082646
ENSG00000224334	pseudogene	22	25082890	25084054
ENSG00000237601	pseudogene	22	25099315	25099470
ENSG00000182351	pseudogene	22	25108259	25108489
ENSG00000184571	protein_coding	22	25115001	25170687
ENSG00000167037	protein_coding	22	25202236	25323545
ENSG00000199783	snoRNA	22	25297114	25297181
ENSG00000206069	protein_coding	22	25331077	25342662
ENSG00000197077	protein_coding	22	25348697	25593415
ENSG00000203280	antisense	22	25498407	25508659
ENSG00000271181	pseudogene	22	25575276	25575521
ENSG00000100053	protein_coding	22	25595817	25603330
ENSG00000236641	lincRNA	22	25608709	25609652
ENSG00000244752	protein_coding	22	25615489	25627836
ENSG00000233577	lincRNA	22	25675496	25678641
ENSG00000206066	pseudogene	22	25714223	25716047
ENSG00000230637	pseudogene	22	25723219	25735942
ENSG00000231466	pseudogene	22	25745510	25746289
ENSG00000100068	protein_coding	22	25747385	25801344
ENSG00000272942	lincRNA	22	25830291	25831037
ENSG00000272798	lincRNA	22	25832279	25832882
ENSG00000271138	IG_V_pseudogene	22	25833273	25833790
ENSG00000100058	pseudogene	22	25844072	25916821
ENSG00000272977	sense_intronic	22	25872185	25875938
ENSG00000265978	miRNA	22	25928687	25928776
ENSG00000234884	antisense	22	25957084	25960429
ENSG00000100077	protein_coding	22	25960816	26125261
ENSG00000237387	antisense	22	25976208	25977349
ENSG00000224003	pseudogene	22	26043228	26045199
ENSG00000222585	rRNA	22	26111008	26111136
ENSG00000133454	protein_coding	22	26138111	26427007
ENSG00000264925	miRNA	22	26279041	26279128
ENSG00000231933	antisense	22	26279363	26299214
ENSG00000232464	antisense	22	26355040	26379492
ENSG00000223056	misc_RNA	22	26359949	26360239
ENSG00000232050	pseudogene	22	26402355	26402498
ENSG00000236464	lincRNA	22	26557800	26560269
ENSG00000229770	antisense	22	26557876	26559180
ENSG00000100095	protein_coding	22	26565440	26779562
ENSG00000224192	antisense	22	26637297	26650058
ENSG00000252267	rRNA	22	26786633	26786742
ENSG00000230203	pseudogene	22	26818037	26819159
ENSG00000128203	protein_coding	22	26825239	26840981
ENSG00000100099	protein_coding	22	26839389	26879803
ENSG00000100104	protein_coding	22	26879843	26890624
ENSG00000100109	protein_coding	22	26887191	26908471
ENSG00000261188	antisense	22	26908503	26910534
ENSG00000260065	lincRNA	22	26917949	26921002
ENSG00000128294	protein_coding	22	26921458	26992681
ENSG00000221760	miRNA	22	26951178	26951289
ENSG00000213707	pseudogene	22	26956492	26957054
ENSG00000100122	protein_coding	22	26995242	27014052
ENSG00000196431	protein_coding	22	27017928	27026636
ENSG00000226912	pseudogene	22	27040853	27041300
ENSG00000225783	lincRNA	22	27042392	27072438
ENSG00000206028	lincRNA	22	27063656	27068617
ENSG00000244625	lincRNA	22	27068730	27176170
ENSG00000223704	lincRNA	22	27254597	27261749
ENSG00000231369	pseudogene	22	27282872	27283511
ENSG00000235271	lincRNA	22	27299255	27316574
ENSG00000200443	snRNA	22	27431850	27431954
ENSG00000236858	lincRNA	22	27444106	27456480
ENSG00000231405	lincRNA	22	27539439	27555840
ENSG00000238195	lincRNA	22	27600173	27601088
ENSG00000233521	lincRNA	22	27617310	27620688
ENSG00000233574	lincRNA	22	27672201	27682310
ENSG00000223726	lincRNA	22	27703444	27714499
ENSG00000226741	lincRNA	22	27706612	27713417
ENSG00000230051	lincRNA	22	27727748	27775226
ENSG00000227880	lincRNA	22	27853208	27856021
ENSG00000224027	lincRNA	22	27959800	27969534
ENSG00000227838	lincRNA	22	28072556	28110959
ENSG00000231495	lincRNA	22	28103578	28105929
ENSG00000226169	antisense	22	28112468	28117665
ENSG00000169184	protein_coding	22	28144265	28197486
ENSG00000180957	protein_coding	22	28247657	28316122
ENSG00000235954	processed_transcript	22	28315364	28404569
ENSG00000264073	miRNA	22	28316513	28316600
ENSG00000100154	protein_coding	22	28374004	29075853
ENSG00000239249	misc_RNA	22	28452143	28452441
ENSG00000201209	snoRNA	22	28628744	28628811
ENSG00000199797	misc_RNA	22	28699742	28699838
ENSG00000266503	misc_RNA	22	29038969	29039258
ENSG00000183765	protein_coding	22	29083731	29138410
ENSG00000100209	protein_coding	22	29138019	29153503
ENSG00000159873	protein_coding	22	29168662	29185283
ENSG00000100219	protein_coding	22	29190543	29196585
ENSG00000226471	antisense	22	29196671	29244547
ENSG00000272858	sense_intronic	22	29210902	29211650
ENSG00000224256	pseudogene	22	29231881	29232125
ENSG00000183579	protein_coding	22	29279580	29453475
ENSG00000235786	sense_intronic	22	29388709	29414608
ENSG00000177993	antisense	22	29420987	29427464
ENSG00000100249	protein_coding	22	29454660	29457832
ENSG00000183762	protein_coding	22	29469066	29564321
ENSG00000226772	antisense	22	29495029	29507671
ENSG00000200871	snRNA	22	29530002	29530108
ENSG00000251952	snRNA	22	29587685	29587796
ENSG00000186998	protein_coding	22	29601840	29655586
ENSG00000100263	protein_coding	22	29655841	29664198
ENSG00000237015	antisense	22	29656878	29658026
ENSG00000182944	protein_coding	22	29663998	29696515
ENSG00000185340	protein_coding	22	29702572	29708774
ENSG00000100276	protein_coding	22	29708922	29715668
ENSG00000273216	sense_intronic	22	29712733	29713209
ENSG00000100280	protein_coding	22	29723669	29819168
ENSG00000239127	snoRNA	22	29729152	29729247
ENSG00000242156	pseudogene	22	29815144	29819182
ENSG00000225465	antisense	22	29832818	29874164
ENSG00000128250	protein_coding	22	29834572	29838444
ENSG00000100285	protein_coding	22	29876219	29887379
ENSG00000100296	protein_coding	22	29901868	29951205
ENSG00000234208	sense_intronic	22	29909878	29931379
ENSG00000184117	protein_coding	22	29950797	29977326
ENSG00000186575	protein_coding	22	29999545	30094587
ENSG00000233010	pseudogene	22	30004889	30005490
ENSG00000232396	antisense	22	30101245	30115848
ENSG00000239446	antisense	22	30107809	30115703
ENSG00000100314	protein_coding	22	30116073	30127828
ENSG00000100319	protein_coding	22	30126945	30163000
ENSG00000200976	misc_RNA	22	30154747	30154848
ENSG00000184076	protein_coding	22	30163358	30166402
ENSG00000100325	protein_coding	22	30184597	30234271
ENSG00000100330	protein_coding	22	30279144	30426855
ENSG00000207455	snRNA	22	30295576	30295682
ENSG00000221736	miRNA	22	30340198	30340285
ENSG00000227117	antisense	22	30404731	30476469
ENSG00000227201	pseudogene	22	30442265	30443182
ENSG00000176635	protein_coding	22	30476163	30573064
ENSG00000226573	pseudogene	22	30501083	30501397
ENSG00000225971	pseudogene	22	30532662	30533670
ENSG00000225676	antisense	22	30580633	30603098
ENSG00000232530	antisense	22	30635183	30636527
ENSG00000128342	protein_coding	22	30636436	30642840
ENSG00000268812	antisense	22	30641984	30642987
ENSG00000099985	protein_coding	22	30658818	30662829
ENSG00000239282	protein_coding	22	30681106	30685616
ENSG00000248751	protein_coding	22	30681227	30695471
ENSG00000099992	protein_coding	22	30687979	30723035
ENSG00000099995	protein_coding	22	30727977	30752936
ENSG00000187860	protein_coding	22	30752624	30774647
ENSG00000241528	antisense	22	30770930	30773862
ENSG00000099999	protein_coding	22	30773835	30817760
ENSG00000100003	protein_coding	22	30792846	30821305
ENSG00000249590	protein_coding	22	30805244	30824977
ENSG00000268538	protein_coding	22	30814212	30814469
ENSG00000273350	sense_intronic	22	30816501	30816901
ENSG00000222915	snRNA	22	30817034	30817137
ENSG00000272689	sense_intronic	22	30817195	30817525
ENSG00000242114	protein_coding	22	30821518	30825045
ENSG00000203606	pseudogene	22	30831531	30832231
ENSG00000273428	lincRNA	22	30831531	30832234
ENSG00000230137	pseudogene	22	30835824	30836305
ENSG00000100012	protein_coding	22	30843946	30868036
ENSG00000214161	pseudogene	22	30877298	30877898
ENSG00000181123	antisense	22	30879341	30888791
ENSG00000133488	protein_coding	22	30884900	30901698
ENSG00000214491	protein_coding	22	30918786	30942669
ENSG00000225774	pseudogene	22	30938523	30940292
ENSG00000128242	protein_coding	22	30950622	30970574
ENSG00000100029	protein_coding	22	30972612	31003070
ENSG00000223831	sense_intronic	22	30994296	31002674
ENSG00000185339	protein_coding	22	31002825	31023265
ENSG00000100036	protein_coding	22	31031639	31065003
ENSG00000167065	protein_coding	22	31048038	31063877
ENSG00000250318	pseudogene	22	31049864	31050801
ENSG00000184792	protein_coding	22	31089769	31303811
ENSG00000264661	miRNA	22	31127544	31127628
ENSG00000237977	pseudogene	22	31298206	31298768
ENSG00000235989	antisense	22	31318295	31328436
ENSG00000133422	protein_coding	22	31321117	31364284
ENSG00000253352	antisense	22	31366663	31375381
ENSG00000269987	lincRNA	22	31372501	31374834
ENSG00000269972	lincRNA	22	31373502	31373844
ENSG00000240186	misc_RNA	22	31455975	31456269
ENSG00000183963	protein_coding	22	31460091	31500743
ENSG00000273387	antisense	22	31478142	31479551
ENSG00000198832	protein_coding	22	31500758	31516055
ENSG00000235573	pseudogene	22	31509003	31509382
ENSG00000185133	protein_coding	22	31518717	31530682
ENSG00000100078	protein_coding	22	31530795	31536593
ENSG00000214125	pseudogene	22	31551952	31552633
ENSG00000264141	miRNA	22	31556048	31556105
ENSG00000138942	protein_coding	22	31556168	31603005
ENSG00000254835	antisense	22	31601250	31601602
ENSG00000182541	protein_coding	22	31608225	31676066
ENSG00000199695	snRNA	22	31618731	31618839
ENSG00000202019	misc_RNA	22	31626057	31626158
ENSG00000100100	protein_coding	22	31677579	31688520
ENSG00000228839	antisense	22	31688485	31734007
ENSG00000212542	rRNA	22	31701390	31701498
ENSG00000100105	protein_coding	22	31721790	31742218
ENSG00000213888	protein_coding	22	31742875	31744670
ENSG00000206615	snRNA	22	31784719	31784823
ENSG00000185721	protein_coding	22	31795509	31924726
ENSG00000184708	protein_coding	22	31832963	31892094
ENSG00000240591	antisense	22	31850237	31860190
ENSG00000224623	antisense	22	31857650	31860190
ENSG00000199248	snRNA	22	31875369	31875475
ENSG00000198089	protein_coding	22	31884674	32014572
ENSG00000233733	pseudogene	22	31917185	31917578
ENSG00000229169	pseudogene	22	31934338	31934575
ENSG00000214093	pseudogene	22	31955469	31955925
